CLASS_NAME	PERSON_FULL_NAME	BEGIN_HH_TIME	SECTION_END_DATE	AVAIL_SEAT	DAY_CODE	BLDG_CODE	BEGIN_MM_TIME	FK_CDI_INSTR_TYPE	FK_SPM_SPCL_MTG_CD	COUNT_ON_WAITLIST	END_HH_TIME	PRIMARY_INSTR_FLAG	LONG_DESC	END_MM_TIME	SECTION_START_DATE	STP_ENRLT_FLAG	SCTN_ENRLT_QTY	START_DATE	ROOM_CODE	SECTION_NUMBER	SECT_CODE	BEFORE_DESC	SCTN_CPCTY_QTY	FK_SST_SCTN_STATCD
SIOB 296	Staff	0	2018-03-16	15	 	TBA	0	SE	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	921966	B00	 	15	AC	
SIOB 297	Gerwick, William Henry	12	2018-03-16	60	5	HUBBS	15	SE	  	0	13	Y	                              	15	2018-01-08	N	0	2018-01-08	4500 	921969	A00	 	60	AC	
SIOC 208	Stramski, Dariusz	16	2018-03-16	16	4	SPIES	0	SE	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	330  	921974	A00	 	16	AC	
SIOC 208	Stramski, Dariusz	15	2018-03-16	16	6	SPIES	0	SE	FI	0	17	Y	                              	59	2018-01-08	N	0	2018-03-24	330  	921974	A00	 	16	AC	
SIOC 209	Staff	9	2018-03-16	20	24	     	0	SE	  	0	10	 	Python for Data Analysis      	50	2018-01-08	N	0	2018-01-08	     	921975	A00	 	20	AC	
SIOC 209	Ricke, Katharine L	9	2018-03-16	15	24	NIERN	30	SE	  	0	10	Y	Envir & Climte Decision Making	50	2018-01-08	N	0	2018-01-08	101  	929161	B00	 	15	AC	
SIOC 219	Send, Uwe	12	2018-03-16	20	5	OAR  	0	SE	  	0	12	Y	PO Observation Seminar        	50	2018-01-08	N	0	2018-01-08	150  	921980	A00	 	20	AC	
SIOC 219	Alford, Matthew Hudson	14	2018-03-16	20	24	     	0	SE	  	0	15	Y	Proposal Writing              	20	2018-01-08	N	0	2018-01-08	     	921981	B00	 	20	AC	
SIOG 228	Castillo, Paterno R.	0	2018-03-16	20	 	TBA	0	SE	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	921988	A00	 	20	AC	
SIOG 228	Castillo, Paterno R.	0	2018-03-16	20	 	TBA	0	DI	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	921989	A01	 	20	NC	
SIOG 239	Stegman, David	11	2018-03-16	16	5	IGPP 	0	SE	  	0	11	Y	Geophysics Research Discussion	50	2018-01-08	N	0	2018-01-08	303  	921994	A00	 	16	AC	
SIOG 239	Stegman, David	11	2018-03-16	16	1	IGPP 	30	SE	FI	0	14	Y	Geophysics Research Discussion	29	2018-01-08	N	0	2018-03-19	303  	921994	A00	 	16	AC	
SIOG 239	Staff	0	2018-03-16	15	 	TBA	0	SE	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	921995	B00	 	15	AC	
SOCE 194	Staff	0	2018-03-16	9999	 	TBA	0	SE	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	928133	A00	 	9999	AC	
SOCG 255C	Gere, Catherina M.	16	2018-03-16	0	1	HSS  	0	SE	  	0	18	Y	                              	50	2018-01-08	N	0	2018-01-08	3027 	924960	A00	 	0	AC	
SOCG 290	Thorpe, Charles Robert	9	2018-03-16	15	2	SSB  	0	SE	  	0	11	Y	                              	50	2018-01-08	N	0	2018-01-08	101  	923218	A00	 	15	AC	
SOCG 298	Andrews, Abigail Leslie	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923220	001	 	9999	AC	
SOCG 298	Biernacki, Richard	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923221	002	 	9999	AC	
SOCG 298	Binder, Amy	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923222	003	 	9999	AC	
SOCG 298	Blair-Loy, Mary	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923223	004	 	9999	AC	
SOCG 298	Evans, John Hyde	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923224	005	 	9999	AC	
SOCG 298	Evans, Ivan T	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923225	006	 	9999	AC	
SOCG 298	Fitzgerald, David S	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923226	007	 	9999	AC	
SOCG 298	Goldman, Harvey Stern	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923227	008	 	9999	AC	
SOCG 298	Haydu, Jeffrey Miles	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923228	009	 	9999	AC	
SOCG 298	Kenworthy, Lane A.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923229	010	 	9999	AC	
SOCG 298	Lampland, Martha	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923230	011	 	9999	AC	
SOCG 298	Jules-Rosette, Bennetta W.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923231	012	 	9999	AC	
SOCG 298	Lewis, Kevin Michael	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923232	013	 	9999	AC	
SOCG 298	Martin, Isaac	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923233	014	 	9999	AC	
SOCG 298	Medvetz, Thomas Matthew	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923234	015	 	9999	AC	
SOCG 298	Navon, Daniel	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923235	016	 	9999	AC	
SOCG 298	Ng, Kwai	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923236	017	 	9999	AC	
SOCG 298	Pardo Guerra, Juan Pablo	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923237	018	 	9999	AC	
SOCG 298	Raudenbush, Danielle	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923238	019	 	9999	AC	
SOCG 298	Ribas Norris, Janet Vanesa	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923239	020	 	9999	AC	
SOCG 298	Rona-Tas, Akos	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923240	021	 	9999	AC	
SOCG 298	Scull, Andrew	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923241	022	 	9999	AC	
SOCG 298	Shafir, Gershon	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923242	023	 	9999	AC	
SOCG 298	Sutton, April Marie	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923243	024	 	9999	AC	
SOCG 298	Skrentny, John David	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923244	025	 	9999	AC	
SOCG 298	Thorpe, Charles Robert	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923245	026	 	9999	AC	
SOCG 298	Turner, Christena L.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923246	027	 	9999	AC	
SOCG 299	Andrews, Abigail Leslie	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923247	001	 	9999	AC	
SOCG 299	Biernacki, Richard	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923248	002	 	9999	AC	
SOCG 299	Binder, Amy	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923249	003	 	9999	AC	
SOCG 299	Blair-Loy, Mary	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923250	004	 	9999	AC	
SOCG 299	Evans, John Hyde	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923251	005	 	9999	AC	
SOCG 299	Evans, Ivan T	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923252	006	 	9999	AC	
SOCG 299	Fitzgerald, David S	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923253	007	 	9999	AC	
SOCG 299	Goldman, Harvey Stern	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923254	008	 	9999	AC	
SOCG 299	Haydu, Jeffrey Miles	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923255	009	 	9999	AC	
SOCG 299	Kenworthy, Lane A.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923256	010	 	9999	AC	
SOCG 299	Lampland, Martha	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923257	011	 	9999	AC	
SOCG 299	Jules-Rosette, Bennetta W.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923258	012	 	9999	AC	
SOCG 299	Lewis, Kevin Michael	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923259	013	 	9999	AC	
SOCG 299	Martin, Isaac	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923260	014	 	9999	AC	
SOCG 299	Medvetz, Thomas Matthew	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923261	015	 	9999	AC	
SOCG 299	Navon, Daniel	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923262	016	 	9999	AC	
SOCG 299	Ng, Kwai	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923263	017	 	9999	AC	
SOCG 299	Pardo Guerra, Juan Pablo	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923264	018	 	9999	AC	
SOCG 299	Raudenbush, Danielle	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923265	019	 	9999	AC	
SOCG 299	Ribas Norris, Janet Vanesa	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923266	020	 	9999	AC	
SOCG 299	Rona-Tas, Akos	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923267	021	 	9999	AC	
SOCG 299	Scull, Andrew	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923268	022	 	9999	AC	
SOCG 299	Shafir, Gershon	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923269	023	 	9999	AC	
SOCG 299	Sutton, April Marie	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923270	024	 	9999	AC	
SOCG 299	Skrentny, John David	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923271	025	 	9999	AC	
SOCG 299	Thorpe, Charles Robert	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923272	026	 	9999	AC	
SOCG 299	Turner, Christena L.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923273	027	 	9999	AC	
SOCI 104	Raudenbush, Danielle	9	2018-03-16	30	3	SSB  	0	LE	  	0	11	Y	                              	50	2018-01-08	N	0	2018-01-08	101  	923184	A00	 	30	AC	
SOCI 104	Turner, Christena L.	9	2018-03-16	30	5	SSB  	0	LE	  	0	11	Y	                              	50	2018-01-08	N	0	2018-01-08	101  	923185	B00	 	30	AC	
SOCI 104	Raudenbush, Danielle	8	2018-03-16	30	3	SSB  	0	LE	FI	0	10	Y	                              	59	2018-01-08	N	0	2018-03-21	101  	923184	A00	 	30	AC	
SOCI 104	Turner, Christena L.	8	2018-03-16	30	3	     	0	LE	FI	0	10	Y	                              	59	2018-01-08	N	0	2018-03-21	     	923185	B00	 	30	AC	
SOCI 117	Staff	14	2018-03-16	70	24	CENTR	0	LE	  	0	15	 	                              	20	2018-01-08	N	0	2018-01-08	105  	923187	A00	 	70	NC	
SOCI 117	Staff	0	2018-03-16	70	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	923188	A01	 	70	AC	
SOCI 125	Hercowitz-Amir, Adi	17	2018-03-16	50	4	WLH  	0	LE	  	0	19	Y	                              	50	2018-01-08	N	0	2018-01-08	2113 	923190	A00	 	50	AC	
SOCI 125	Hercowitz-Amir, Adi	19	2018-03-16	50	4	WLH  	0	LE	FI	0	21	Y	                              	59	2018-01-08	N	0	2018-03-22	2113 	923190	A00	 	50	AC	
SOCI 126	Staff	12	2018-03-16	50	3	YORK 	0	DI	  	0	12	 	                              	50	2018-01-08	N	0	2018-01-08	4080A	923192	A01	 	50	AC	
SOCI 126	Staff	17	2018-03-16	50	13	CENTR	0	LE	  	0	18	 	                              	20	2018-01-08	N	0	2018-01-08	212  	923191	A00	 	50	NC	
SOCI 126	Staff	19	2018-03-16	50	1	CSB  	0	LE	FI	0	21	 	                              	59	2018-01-08	N	0	2018-03-19	002  	923191	A00	 	50	NC	
SOCI 70	Lewis, Kevin Michael	10	2018-03-16	30	3	SOLIS	0	DI	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	923177	A01	 	30	AC	
SOCI 70	Lewis, Kevin Michael	11	2018-03-16	30	3	SOLIS	0	DI	  	0	11	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	923178	A02	 	30	AC	
SOCI 70	Lewis, Kevin Michael	15	2018-03-16	30	3	HSS  	0	DI	  	0	15	Y	                              	50	2018-01-08	N	0	2018-01-08	1128A	923179	A03	 	30	AC	
SOCI 70	Lewis, Kevin Michael	16	2018-03-16	30	3	HSS  	0	DI	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	1128A	923180	A04	 	30	AC	
SOCI 70	Lewis, Kevin Michael	10	2018-03-16	30	4	SSB  	0	DI	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	101  	923181	A05	 	30	AC	
SOCI 70	Lewis, Kevin Michael	11	2018-03-16	30	4	SSB  	0	DI	  	0	11	Y	                              	50	2018-01-08	N	0	2018-01-08	101  	923182	A06	 	30	AC	
SOCI 70	Lewis, Kevin Michael	8	2018-03-16	180	24	PCYNH	0	LE	  	0	9	Y	                              	20	2018-01-08	N	0	2018-01-08	109  	923176	A00	 	180	NC	
SOCI 70	Lewis, Kevin Michael	8	2018-03-16	180	4	PCYNH	0	LE	FI	0	10	Y	                              	59	2018-01-08	N	0	2018-03-22	109  	923176	A00	 	180	NC	
SOCI 87	Evans, Ivan T	11	2018-03-16	30	3	ERCA 	0	SE	  	0	12	Y	Globalization and Childhood   	50	2018-01-08	N	0	2018-01-08	201  	923183	A00	 	30	AC	
SOMI 421	Edmonds, Kyle P	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2017-11-06	N	0	 	TBA	928683	A00	 	9999	AC	
SPPS 200A	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2017-11-06	N	0	 	TBA	919952	A00	 	9999	AC	
SPPS 200B	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2017-11-06	N	0	 	TBA	919953	A00	 	9999	AC	
SPPS 200C	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2017-11-06	N	0	 	TBA	919954	A00	 	9999	AC	
SPPS 245	Kritchevsky, Mark	0	2018-03-09	70	 	TBA	0	LE	TBA	0	0	Y	                              	0	2018-01-02	N	0	 	TBA	920077	A00	 	70	AC	
SPPS 245	Kritchevsky, Mark	0	2018-03-09	70	 	TBA	0	DI	TBA	0	0	Y	                              	0	2018-01-02	N	0	 	TBA	920078	A01	 	70	NC	
SPPS 245	Kritchevsky, Mark	0	2018-03-09	70	 	TBA	0	LA	TBA	0	0	Y	                              	0	2018-01-02	N	0	 	TBA	920079	A50	 	70	NC	
SPPS 278	Fricovsky, Eduardo Santiago	0	2018-03-25	9999	 	TBA	0	PR	TBA	0	0	Y	                              	0	2017-11-06	N	0	 	TBA	919867	A00	 	9999	AC	
SPPS 297	Fricovsky, Eduardo Santiago	0	2018-03-25	9999	 	TBA	0	SE	TBA	0	0	Y	Tobacco Cessation Clin Mgt    	0	2017-11-06	N	0	 	TBA	929029	A00	 	9999	AC	
SPPS 297	Chen, Timothy	0	2018-03-25	9999	 	TBA	0	SE	TBA	0	0	Y	Tobacco Cessation Clin Mgt    	0	2017-11-06	N	0	 	TBA	919872	B00	 	9999	AC	
SPPS 297	Watanabe, Jonathan H	0	2018-03-25	9999	 	TBA	0	SE	TBA	0	0	Y	Administration Pharmacy       	0	2017-11-06	N	0	 	TBA	929030	C00	 	9999	AC	
SPPS 298	Caffrey, Conor	0	2018-03-25	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-11-06	N	0	 	TBA	919873	001	 	9999	AC	
SPPS 400A	Colbert, James	0	2018-02-16	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	919962	A00	 	9999	AC	
SPPS 400A	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-02-19	N	0	 	TBA	919964	B00	 	9999	AC	
SPPS 400A	Staff	0	2018-02-16	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	919963	A01	 	9999	NC	
SPPS 400A	Staff	0	2018-03-25	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-02-19	N	0	 	TBA	919965	B01	 	9999	NC	
SPPS 400B	Colbert, James	0	2018-02-16	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	919966	A00	 	9999	AC	
SPPS 400B	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-02-19	N	0	 	TBA	919968	B00	 	9999	AC	
SPPS 400B	Staff	0	2018-02-16	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	919967	A01	 	9999	NC	
SPPS 400B	Staff	0	2018-03-25	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-02-19	N	0	 	TBA	919969	B01	 	9999	NC	
SPPS 401A	Colbert, James	0	2018-02-16	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	919970	A00	 	9999	AC	
SPPS 401A	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-02-19	N	0	 	TBA	919972	B00	 	9999	AC	
SPPS 401A	Staff	0	2018-02-16	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	919971	A01	 	9999	NC	
SPPS 401A	Staff	0	2018-03-25	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-02-19	N	0	 	TBA	919973	B01	 	9999	NC	
SPPS 401B	Colbert, James	0	2018-02-16	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	919974	A00	 	9999	AC	
SPPS 401B	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-02-19	N	0	 	TBA	919976	B00	 	9999	AC	
SPPS 401B	Staff	0	2018-02-16	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	919975	A01	 	9999	NC	
SPPS 401B	Staff	0	2018-03-25	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-02-19	N	0	 	TBA	919977	B01	 	9999	NC	
SPPS 402	Colbert, James	0	2018-02-16	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	919874	A00	 	9999	AC	
SPPS 402	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-02-19	N	0	 	TBA	919876	B00	 	9999	AC	
SPPS 402	Staff	0	2018-02-16	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	919875	A01	 	9999	NC	
SPPS 402	Staff	0	2018-03-25	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-02-19	N	0	 	TBA	919877	B01	 	9999	NC	
SPPS 403	Colbert, James	0	2018-02-16	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	919878	A00	 	9999	AC	
SPPS 403	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-02-19	N	0	 	TBA	919880	B00	 	9999	AC	
SPPS 403	Staff	0	2018-02-16	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	919879	A01	 	9999	NC	
SPPS 403	Staff	0	2018-03-25	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-02-19	N	0	 	TBA	919881	B01	 	9999	NC	
SPPS 421CH	Colbert, James	0	2018-02-16	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	919978	A00	 	9999	AC	
SPPS 421CH	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-02-19	N	0	 	TBA	919980	B00	 	9999	AC	
SPPS 421CH	Staff	0	2018-02-16	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	919979	A01	 	9999	NC	
SPPS 421CH	Staff	0	2018-03-25	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-02-19	N	0	 	TBA	919981	B01	 	9999	NC	
SPPS 421CP	Colbert, James	0	2018-02-16	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	919982	A00	 	9999	AC	
SPPS 421CP	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-02-19	N	0	 	TBA	919984	B00	 	9999	AC	
SPPS 421CP	Staff	0	2018-02-16	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	919983	A01	 	9999	NC	
SPPS 421CP	Staff	0	2018-03-25	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-02-19	N	0	 	TBA	919985	B01	 	9999	NC	
SPPS 421MH	Colbert, James	0	2018-02-16	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	919990	A00	 	9999	AC	
SPPS 421MH	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-02-19	N	0	 	TBA	919992	B00	 	9999	AC	
SPPS 421MH	Staff	0	2018-02-16	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	919991	A01	 	9999	NC	
SPPS 421MH	Staff	0	2018-03-25	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-02-19	N	0	 	TBA	919993	B01	 	9999	NC	
SPPS 421SH	Colbert, James	0	2018-02-16	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	919994	A00	 	9999	AC	
SPPS 421SH	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-02-19	N	0	 	TBA	919996	B00	 	9999	AC	
SPPS 421SH	Staff	0	2018-02-16	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	919995	A01	 	9999	NC	
SPPS 421SH	Staff	0	2018-03-25	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-02-19	N	0	 	TBA	919997	B01	 	9999	NC	
SPPS 422MC	Colbert, James	0	2018-02-16	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	919998	A00	 	9999	AC	
SPPS 422MC	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-02-19	N	0	 	TBA	920000	B00	 	9999	AC	
SPPS 422MC	Staff	0	2018-03-25	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2017-11-06	N	0	 	TBA	919999	A01	 	9999	NC	
SPPS 422MC	Staff	0	2018-03-25	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-02-19	N	0	 	TBA	920001	B01	 	9999	NC	
SPPS 423MC	Colbert, James	0	2018-02-16	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	920002	A00	 	9999	AC	
SPPS 423MC	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-02-19	N	0	 	TBA	920004	B00	 	9999	AC	
SPPS 423MC	Staff	0	2018-02-16	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	920003	A01	 	9999	NC	
SPPS 423MC	Staff	0	2018-03-25	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-02-19	N	0	 	TBA	920005	B01	 	9999	NC	
SPPS 424MC	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2017-11-06	N	0	 	TBA	920006	A00	 	9999	AC	
SPPS 424MC	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-02-19	N	0	 	TBA	920008	B00	 	9999	AC	
SPPS 424MC	Staff	0	2018-03-25	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2017-11-06	N	0	 	TBA	920007	A01	 	9999	NC	
SPPS 424MC	Staff	0	2018-03-25	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2018-02-19	N	0	 	TBA	920009	B01	 	9999	NC	
SPPS 425MC	Colbert, James	0	2018-02-16	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	920010	A00	 	9999	AC	
SPPS 425MC	Colbert, James	0	2018-03-25	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2018-02-19	N	0	 	TBA	920012	B00	 	9999	AC	
